file_name,seq_name,len,A,A_rel_freq,T,T_rel_freq,C,G_rel_freq,G,G_rel_freq,N,N_rel_freq,P,P_rel_freq
atp1.fasta,SRR2159431_REF_Exon_atp1,1510,439,29.072848,386,25.562914,305,20.198675,357,23.642384,23,1.523179,0,0.000000
atp1.fasta,SRR2162759_REF_Exon_atp1,1510,441,29.205298,388,25.695364,306,20.264901,365,24.172185,10,0.662252,0,0.000000
atp1.fasta,SRR2162764_REF_Exon_atp1,1510,453,30.000000,390,25.827815,303,20.066225,364,24.105960,0,0.000000,0,0.000000
atp1.fasta,SRR2162783_REF_Exon_atp1,1510,440,29.139073,387,25.629139,303,20.066225,365,24.172185,15,0.993377,0,0.000000
atp1.fasta,SRR2162784_REF_Exon_atp1,1510,447,29.602649,392,25.960265,306,20.264901,365,24.172185,0,0.000000,0,0.000000
atp1.fasta,SRR2162794_REF_Exon_atp1,1449,193,13.319531,174,12.008282,157,10.835059,173,11.939268,752,51.897861,0,0.000000
atp1.fasta,SRR2162855_REF_Exon_atp1,1510,447,29.602649,394,26.092715,304,20.132450,365,24.172185,0,0.000000,0,0.000000
atp1.fasta,SRR2163016_REF_Exon_atp1,1510,451,29.867550,390,25.827815,303,20.066225,366,24.238411,0,0.000000,0,0.000000
atp1.fasta,SRR2163017_REF_Exon_atp1,1510,389,25.761589,350,23.178808,284,18.807947,330,21.854305,157,10.397351,0,0.000000
atp1.fasta,SRR2163018_REF_Exon_atp1,1510,435,28.807947,387,25.629139,302,20.000000,360,23.841060,26,1.721854,0,0.000000
atp1.fasta,SRR2163019_REF_Exon_atp1,1510,439,29.072848,389,25.761589,305,20.198675,364,24.105960,13,0.860927,0,0.000000
atp1.fasta,SRR2163029_REF_Exon_atp1,1505,278,18.471761,266,17.674419,176,11.694352,211,14.019934,574,38.139535,0,0.000000
atp1.fasta,SRR2163117_REF_Exon_atp1,1510,427,28.278146,386,25.562914,302,20.000000,357,23.642384,38,2.516556,0,0.000000
atp1.fasta,SRR2163119_REF_Exon_atp1,1510,435,28.807947,386,25.562914,302,20.000000,359,23.774834,28,1.854305,0,0.000000
atp1.fasta,SRR2163123_REF_Exon_atp1,1510,434,28.741722,384,25.430464,303,20.066225,359,23.774834,30,1.986755,0,0.000000
atp1.fasta,SRR2163175_REF_Exon_atp1,1506,215,14.276228,210,13.944223,155,10.292165,189,12.549801,737,48.937583,0,0.000000
atp1.fasta,SRR2163183_REF_Exon_atp1,1510,438,29.006623,389,25.761589,307,20.331126,365,24.172185,11,0.728477,0,0.000000
atp1.fasta,SRR2163211_REF_Exon_atp1,1506,440,29.216467,387,25.697211,304,20.185923,363,24.103586,12,0.796813,0,0.000000
atp1.fasta,SRR2163229_REF_Exon_atp1,1510,384,25.430464,347,22.980132,272,18.013245,305,20.198675,202,13.377483,0,0.000000
atp1.fasta,SRR2163231_REF_Exon_atp1,1505,365,24.252492,311,20.664452,242,16.079734,277,18.405316,310,20.598007,0,0.000000
atp1.fasta,SRR2163284_REF_Exon_atp1,1494,18,1.204819,16,1.070950,22,1.472557,19,1.271754,1419,94.979920,0,0.000000
atp1.fasta,SRR2163288_REF_Exon_atp1,1497,417,27.855711,379,25.317301,300,20.040080,353,23.580494,48,3.206413,0,0.000000
atp1.fasta,SRR2163427_REF_Exon_atp1,1510,389,25.761589,346,22.913907,280,18.543046,325,21.523179,170,11.258278,0,0.000000
atp1.fasta,SRR2163428_REF_Exon_atp1,1497,384,25.651303,348,23.246493,280,18.704075,332,22.177689,153,10.220441,0,0.000000
atp1.fasta,SRR2163429_REF_Exon_atp1,1506,432,28.685259,386,25.630810,302,20.053121,361,23.970784,25,1.660027,0,0.000000
atp1.fasta,SRR2163430_REF_Exon_atp1,1506,135,8.964143,136,9.030544,92,6.108898,116,7.702523,1027,68.193891,0,0.000000
atp1.fasta,SRR2163431_REF_Exon_atp1,1495,237,15.852843,250,16.722408,170,11.371237,225,15.050167,613,41.003344,0,0.000000
atp1.fasta,SRR2163432_REF_Exon_atp1,1510,449,29.735099,392,25.960265,304,20.132450,365,24.172185,0,0.000000,0,0.000000
atp1.fasta,SRR2163447_REF_Exon_atp1,1456,131,8.997253,107,7.348901,97,6.662088,90,6.181319,1031,70.810440,0,0.000000
atp1.fasta,SRR2163452_REF_Exon_atp1,1467,216,14.723926,173,11.792774,159,10.838446,189,12.883436,730,49.761418,0,0.000000
atp1.fasta,SRR2163547_REF_Exon_atp1,1493,96,6.430007,73,4.889484,55,3.683858,70,4.688547,1199,80.308104,0,0.000000
atp1.fasta,SRR2163548_REF_Exon_atp1,1504,435,28.922872,385,25.598404,302,20.079787,358,23.803191,24,1.595745,0,0.000000
atp1.fasta,SRR2163549_REF_Exon_atp1,1476,81,5.487805,84,5.691057,70,4.742547,80,5.420054,1161,78.658537,0,0.000000
atp1.fasta,SRR2163550_REF_Exon_atp1,1489,426,28.609805,384,25.789120,302,20.282069,355,23.841504,22,1.477502,0,0.000000
atp1.fasta,SRR2163557_REF_Exon_atp1,1510,404,26.754967,362,23.973510,279,18.476821,328,21.721854,137,9.072848,0,0.000000
atp1.fasta,SRR2163559_REF_Exon_atp1,1510,447,29.602649,391,25.894040,305,20.198675,367,24.304636,0,0.000000,0,0.000000
atp1.fasta,SRR2163560_REF_Exon_atp1,1509,440,29.158383,388,25.712392,299,19.814447,357,23.658052,25,1.656726,0,0.000000
atp1.fasta,SRR2163561_REF_Exon_atp1,1500,425,28.333333,387,25.800000,298,19.866667,357,23.800000,33,2.200000,0,0.000000
atp1.fasta,SRR2163562_REF_Exon_atp1,1506,431,28.618858,385,25.564409,298,19.787517,355,23.572377,37,2.456839,0,0.000000
atp1.fasta,SRR2163563_REF_Exon_atp1,1506,332,22.045153,310,20.584329,226,15.006640,264,17.529880,374,24.833997,0,0.000000
atp1.fasta,SRR2163565_REF_Exon_atp1,1510,437,28.940397,382,25.298013,298,19.735099,360,23.841060,33,2.185430,0,0.000000
atp1.fasta,SRR2163566_REF_Exon_atp1,1510,443,29.337748,394,26.092715,304,20.132450,369,24.437086,0,0.000000,0,0.000000
atp1.fasta,SRR2163567_REF_Exon_atp1,1212,148,12.211221,147,12.128713,113,9.323432,119,9.818482,685,56.518152,0,0.000000
atp1.fasta,SRR2163568_REF_Exon_atp1,1510,447,29.602649,391,25.894040,307,20.331126,361,23.907285,4,0.264901,0,0.000000
atp1.fasta,SRR2163569_REF_Exon_atp1,1510,359,23.774834,320,21.192053,249,16.490066,304,20.132450,278,18.410596,0,0.000000
atp1.fasta,SRR2170947_REF_Exon_atp1,1510,450,29.801325,390,25.827815,306,20.264901,364,24.105960,0,0.000000,0,0.000000
atp1.fasta,SRR2895313_REF_Exon_atp1,1510,452,29.933775,389,25.761589,303,20.066225,366,24.238411,0,0.000000,0,0.000000
atp1.fasta,SRR3098366_REF_Exon_atp1,1510,450,29.801325,390,25.827815,306,20.264901,364,24.105960,0,0.000000,0,0.000000
atp1.fasta,SRR350709_REF_Exon_atp1,1510,101,6.688742,89,5.894040,75,4.966887,89,5.894040,1156,76.556291,0,0.000000
atp1.fasta,SRR396849_REF_Exon_atp1,1510,451,29.867550,392,25.960265,304,20.132450,363,24.039735,0,0.000000,0,0.000000
atp1.fasta,SRR424217_REF_Exon_atp1,1510,450,29.801325,392,25.960265,305,20.198675,363,24.039735,0,0.000000,0,0.000000
atp1.fasta,SRR427175_REF_Exon_atp1,1510,450,29.801325,392,25.960265,305,20.198675,363,24.039735,0,0.000000,0,0.000000
atp1.fasta,SRR445609_REF_Exon_atp1,1215,148,12.181070,132,10.864198,117,9.629630,125,10.288066,597,49.135802,96,7.901235
atp1.fasta,SRR447755_REF_Exon_atp1,1510,452,29.933775,389,25.761589,303,20.066225,366,24.238411,0,0.000000,0,0.000000
atp1.fasta,SRR447807_REF_Exon_atp1,1510,452,29.933775,392,25.960265,302,20.000000,364,24.105960,0,0.000000,0,0.000000
atp1.fasta,SRR447825_REF_Exon_atp1,1510,418,27.682119,368,24.370861,290,19.205298,352,23.311258,82,5.430464,0,0.000000
atp1.fasta,SRR447927_REF_Exon_atp1,1510,437,28.940397,381,25.231788,299,19.801325,359,23.774834,34,2.251656,0,0.000000
atp1.fasta,SRR447933_REF_Exon_atp1,1510,445,29.470199,389,25.761589,303,20.066225,365,24.172185,8,0.529801,0,0.000000
atp1.fasta,SRR447934_REF_Exon_atp1,1510,424,28.079470,372,24.635762,293,19.403974,353,23.377483,68,4.503311,0,0.000000
atp1.fasta,SRR447968_REF_Exon_atp1,1510,452,29.933775,389,25.761589,303,20.066225,366,24.238411,0,0.000000,0,0.000000
atp1.fasta,SRR448019_REF_Exon_atp1,1510,408,27.019868,335,22.185430,270,17.880795,321,21.258278,176,11.655629,0,0.000000
atp1.fasta,SRR448667_REF_Exon_atp1,1510,452,29.933775,389,25.761589,303,20.066225,366,24.238411,0,0.000000,0,0.000000
atp1.fasta,SRR448925_REF_Exon_atp1,1496,425,28.409091,373,24.933155,292,19.518717,353,23.596257,53,3.542781,0,0.000000
atp1.fasta,SRR486071_REF_Exon_atp1,1507,450,29.860650,394,26.144658,302,20.039814,361,23.954877,0,0.000000,0,0.000000
atp1.fasta,SRR486146_REF_Exon_atp1,1510,448,29.668874,392,25.960265,304,20.132450,362,23.973510,4,0.264901,0,0.000000
atp1.fasta,SRR491411_REF_Exon_atp1,1510,451,29.867550,388,25.695364,306,20.264901,364,24.105960,1,0.066225,0,0.000000
atp1.fasta,SRR556030_REF_Exon_atp1,1510,447,29.602649,391,25.894040,308,20.397351,364,24.105960,0,0.000000,0,0.000000
atp1.fasta,SRR556090_REF_Exon_atp1,1507,450,29.860650,394,26.144658,302,20.039814,361,23.954877,0,0.000000,0,0.000000
atp1.fasta,SRR629773_REF_Exon_atp1,1510,295,19.536424,252,16.688742,205,13.576159,264,17.483444,494,32.715232,0,0.000000
atp1.fasta,SRR630137_REF_Exon_atp1,1510,295,19.536424,252,16.688742,205,13.576159,264,17.483444,494,32.715232,0,0.000000
atp1.fasta,SRR639712_REF_Exon_atp1,1449,379,26.155970,344,23.740511,275,18.978606,334,23.050380,109,7.522429,8,0.552105
atp1.fasta,SRR892542_REF_Exon_atp1,1510,438,29.006623,386,25.562914,302,20.000000,358,23.708609,26,1.721854,0,0.000000
atp1.fasta,SRR952331_REF_Exon_atp1,1423,199,13.984540,190,13.352073,152,10.681658,218,15.319747,664,46.661982,0,0.000000
atp1.fasta,SRR998963_REF_Exon_atp1,1510,451,29.867550,393,26.026490,304,20.132450,362,23.973510,0,0.000000,0,0.000000
atp1.fasta,SRR998979_REF_Exon_atp1,1510,451,29.867550,393,26.026490,304,20.132450,362,23.973510,0,0.000000,0,0.000000
atp1.fasta,SRR998980_REF_Exon_atp1,1510,451,29.867550,393,26.026490,304,20.132450,362,23.973510,0,0.000000,0,0.000000
atp1.fasta,SRR998981_REF_Exon_atp1,1510,451,29.867550,393,26.026490,304,20.132450,362,23.973510,0,0.000000,0,0.000000
atp1.fasta,SRR999027_REF_Exon_atp1,1510,451,29.867550,393,26.026490,304,20.132450,362,23.973510,0,0.000000,0,0.000000
atp4.fasta,DRR001187_REF_Exon_atp4,595,183,30.756303,164,27.563025,116,19.495798,132,22.184874,0,0.000000,0,0.000000
atp4.fasta,DRR022930_REF_Exon_atp4,578,162,28.027682,149,25.778547,114,19.723183,112,19.377163,41,7.093426,0,0.000000
atp4.fasta,EleusineRD_REF_Exon_atp4,591,168,28.426396,156,26.395939,115,19.458545,115,19.458545,0,0.000000,37,6.260575
atp4.fasta,ERR105060_REF_Exon_atp4,406,0,0.000000,0,0.000000,0,0.000000,0,0.000000,355,87.438424,51,12.561576
atp4.fasta,ERR1333447_REF_Exon_atp4,588,176,29.931973,162,27.551020,115,19.557823,118,20.068027,0,0.000000,17,2.891156
atp4.fasta,ERR1333448_REF_Exon_atp4,588,170,28.911565,158,26.870748,115,19.557823,113,19.217687,15,2.551020,17,2.891156
atp4.fasta,ERR1333449_REF_Exon_atp4,588,176,29.931973,162,27.551020,115,19.557823,118,20.068027,0,0.000000,17,2.891156
atp4.fasta,ERR1333450_REF_Exon_atp4,588,176,29.931973,162,27.551020,115,19.557823,118,20.068027,0,0.000000,17,2.891156
atp4.fasta,ERR1333451_REF_Exon_atp4,588,165,28.061224,153,26.020408,115,19.557823,113,19.217687,38,6.462585,4,0.680272
atp4.fasta,ERR1333452_REF_Exon_atp4,588,164,27.891156,149,25.340136,114,19.387755,112,19.047619,49,8.333333,0,0.000000
atp4.fasta,ERR1333453_REF_Exon_atp4,588,166,28.231293,154,26.190476,115,19.557823,113,19.217687,36,6.122449,4,0.680272
atp4.fasta,ERR424847_REF_Exon_atp4,583,175,30.017153,156,26.758148,114,19.554031,117,20.068611,10,1.715266,11,1.886792
atp4.fasta,ERR424867_REF_Exon_atp4,580,174,30.000000,156,26.896552,115,19.827586,117,20.172414,7,1.206897,11,1.896552
atp4.fasta,ERR426382_REF_Exon_atp4,576,157,27.256944,148,25.694444,105,18.229167,109,18.923611,46,7.986111,11,1.909722
atp4.fasta,ERR463920_REF_Exon_atp4,577,168,29.116118,154,26.689775,111,19.237435,114,19.757366,19,3.292894,11,1.906412
atp4.fasta,SRR1158316_REF_Exon_atp4,592,181,30.574324,162,27.364865,117,19.763514,124,20.945946,4,0.675676,4,0.675676
atp4.fasta,SRR1264538_REF_Exon_atp4,576,156,27.083333,147,25.520833,100,17.361111,112,19.444444,61,10.590278,0,0.000000
atp4.fasta,SRR1264539_REF_Exon_atp4,595,182,30.588235,165,27.731092,115,19.327731,133,22.352941,0,0.000000,0,0.000000
atp4.fasta,SRR1298773_REF_Exon_atp4,550,93,16.909091,78,14.181818,68,12.363636,63,11.454545,208,37.818182,40,7.272727
atp4.fasta,SRR1528439_REF_Exon_atp4,595,175,29.411765,159,26.722689,116,19.495798,122,20.504202,23,3.865546,0,0.000000
atp4.fasta,SRR1634980_REF_Exon_atp4,588,163,27.721088,154,26.190476,113,19.217687,113,19.217687,28,4.761905,17,2.891156
atp4.fasta,SRR1712656_REF_Exon_atp4,499,0,0.000000,2,0.400802,0,0.000000,1,0.200401,496,99.398798,0,0.000000
atp4.fasta,SRR1712660_REF_Exon_atp4,382,0,0.000000,0,0.000000,0,0.000000,0,0.000000,103,26.963351,279,73.036649
atp4.fasta,SRR1712907_REF_Exon_atp4,514,30,5.836576,27,5.252918,17,3.307393,18,3.501946,422,82.101167,0,0.000000
atp4.fasta,SRR1712979_REF_Exon_atp4,471,0,0.000000,0,0.000000,0,0.000000,0,0.000000,44,9.341826,427,90.658174
atp4.fasta,SRR1800492_REF_Exon_atp4,584,182,31.164384,162,27.739726,117,20.034247,123,21.061644,0,0.000000,0,0.000000
atp4.fasta,SRR1801598_REF_Exon_atp4,584,182,31.164384,162,27.739726,117,20.034247,123,21.061644,0,0.000000,0,0.000000
atp4.fasta,SRR191818_REF_Exon_atp4,584,182,31.164384,162,27.739726,117,20.034247,123,21.061644,0,0.000000,0,0.000000
atp4.fasta,SRR2083764_REF_Exon_atp4,588,181,30.782313,163,27.721088,120,20.408163,124,21.088435,0,0.000000,0,0.000000
atp4.fasta,SRR2159431_REF_Exon_atp4,588,169,28.741497,148,25.170068,116,19.727891,113,19.217687,42,7.142857,0,0.000000
atp4.fasta,SRR2162759_REF_Exon_atp4,588,179,30.442177,164,27.891156,118,20.068027,122,20.748299,5,0.850340,0,0.000000
atp4.fasta,SRR2162764_REF_Exon_atp4,589,165,28.013582,154,26.146010,117,19.864177,115,19.524618,5,0.848896,33,5.602716
atp4.fasta,SRR2162783_REF_Exon_atp4,588,171,29.081633,154,26.190476,117,19.897959,116,19.727891,30,5.102041,0,0.000000
atp4.fasta,SRR2162784_REF_Exon_atp4,588,182,30.952381,162,27.551020,119,20.238095,125,21.258503,0,0.000000,0,0.000000
atp4.fasta,SRR2162794_REF_Exon_atp4,588,52,8.843537,53,9.013605,40,6.802721,42,7.142857,401,68.197279,0,0.000000
atp4.fasta,SRR2162855_REF_Exon_atp4,588,182,30.952381,162,27.551020,119,20.238095,125,21.258503,0,0.000000,0,0.000000
atp4.fasta,SRR2163016_REF_Exon_atp4,586,167,28.498294,156,26.621160,113,19.283276,116,19.795222,34,5.802048,0,0.000000
atp4.fasta,SRR2163017_REF_Exon_atp4,590,165,27.966102,153,25.932203,116,19.661017,114,19.322034,0,0.000000,42,7.118644
atp4.fasta,SRR2163018_REF_Exon_atp4,588,180,30.612245,161,27.380952,119,20.238095,124,21.088435,4,0.680272,0,0.000000
atp4.fasta,SRR2163019_REF_Exon_atp4,588,174,29.591837,154,26.190476,117,19.897959,117,19.897959,26,4.421769,0,0.000000
atp4.fasta,SRR2163029_REF_Exon_atp4,588,68,11.564626,73,12.414966,41,6.972789,47,7.993197,359,61.054422,0,0.000000
atp4.fasta,SRR2163117_REF_Exon_atp4,588,182,30.952381,162,27.551020,119,20.238095,125,21.258503,0,0.000000,0,0.000000
atp4.fasta,SRR2163119_REF_Exon_atp4,588,182,30.952381,162,27.551020,119,20.238095,125,21.258503,0,0.000000,0,0.000000
atp4.fasta,SRR2163123_REF_Exon_atp4,588,182,30.952381,161,27.380952,116,19.727891,122,20.748299,7,1.190476,0,0.000000
atp4.fasta,SRR2163175_REF_Exon_atp4,588,72,12.244898,58,9.863946,56,9.523810,47,7.993197,351,59.693878,4,0.680272
atp4.fasta,SRR2163183_REF_Exon_atp4,588,184,31.292517,162,27.551020,118,20.068027,124,21.088435,0,0.000000,0,0.000000
atp4.fasta,SRR2163211_REF_Exon_atp4,588,185,31.462585,162,27.551020,118,20.068027,123,20.918367,0,0.000000,0,0.000000
atp4.fasta,SRR2163229_REF_Exon_atp4,588,136,23.129252,124,21.088435,91,15.476190,84,14.285714,153,26.020408,0,0.000000
atp4.fasta,SRR2163231_REF_Exon_atp4,588,147,25.000000,136,23.129252,93,15.816327,100,17.006803,112,19.047619,0,0.000000
atp4.fasta,SRR2163284_REF_Exon_atp4,588,63,10.714286,60,10.204082,45,7.653061,56,9.523810,364,61.904762,0,0.000000
atp4.fasta,SRR2163288_REF_Exon_atp4,588,182,30.952381,162,27.551020,119,20.238095,125,21.258503,0,0.000000,0,0.000000
atp4.fasta,SRR2163427_REF_Exon_atp4,588,166,28.231293,151,25.680272,116,19.727891,114,19.387755,41,6.972789,0,0.000000
atp4.fasta,SRR2163428_REF_Exon_atp4,588,161,27.380952,145,24.659864,106,18.027211,107,18.197279,69,11.734694,0,0.000000
atp4.fasta,SRR2163429_REF_Exon_atp4,588,182,30.952381,162,27.551020,119,20.238095,125,21.258503,0,0.000000,0,0.000000
atp4.fasta,SRR2163430_REF_Exon_atp4,588,123,20.918367,120,20.408163,88,14.965986,77,13.095238,180,30.612245,0,0.000000
atp4.fasta,SRR2163431_REF_Exon_atp4,588,83,14.115646,74,12.585034,51,8.673469,46,7.823129,334,56.802721,0,0.000000
atp4.fasta,SRR2163432_REF_Exon_atp4,588,182,30.952381,162,27.551020,117,19.897959,121,20.578231,6,1.020408,0,0.000000
atp4.fasta,SRR2163447_REF_Exon_atp4,588,128,21.768707,114,19.387755,83,14.115646,84,14.285714,179,30.442177,0,0.000000
atp4.fasta,SRR2163452_REF_Exon_atp4,588,121,20.578231,109,18.537415,82,13.945578,81,13.775510,191,32.482993,4,0.680272
atp4.fasta,SRR2163547_REF_Exon_atp4,590,5,0.847458,5,0.847458,2,0.338983,5,0.847458,539,91.355932,34,5.762712
atp4.fasta,SRR2163548_REF_Exon_atp4,588,179,30.442177,163,27.721088,121,20.578231,125,21.258503,0,0.000000,0,0.000000
atp4.fasta,SRR2163549_REF_Exon_atp4,586,52,8.873720,38,6.484642,35,5.972696,31,5.290102,430,73.378840,0,0.000000
atp4.fasta,SRR2163550_REF_Exon_atp4,591,166,28.087986,155,26.226734,116,19.627750,117,19.796954,0,0.000000,37,6.260575
atp4.fasta,SRR2163557_REF_Exon_atp4,588,173,29.421769,155,26.360544,117,19.897959,118,20.068027,25,4.251701,0,0.000000
atp4.fasta,SRR2163559_REF_Exon_atp4,588,165,28.061224,153,26.020408,116,19.727891,114,19.387755,40,6.802721,0,0.000000
atp4.fasta,SRR2163560_REF_Exon_atp4,588,136,23.129252,129,21.938776,95,16.156463,89,15.136054,139,23.639456,0,0.000000
atp4.fasta,SRR2163561_REF_Exon_atp4,588,180,30.612245,162,27.551020,118,20.068027,124,21.088435,4,0.680272,0,0.000000
atp4.fasta,SRR2163562_REF_Exon_atp4,591,177,29.949239,159,26.903553,114,19.289340,123,20.812183,14,2.368866,4,0.676819
atp4.fasta,SRR2163563_REF_Exon_atp4,588,100,17.006803,82,13.945578,61,10.374150,72,12.244898,273,46.428571,0,0.000000
atp4.fasta,SRR2163565_REF_Exon_atp4,590,164,27.796610,154,26.101695,116,19.661017,114,19.322034,0,0.000000,42,7.118644
atp4.fasta,SRR2163566_REF_Exon_atp4,591,171,28.934010,153,25.888325,119,20.135364,115,19.458545,0,0.000000,33,5.583756
atp4.fasta,SRR2163567_REF_Exon_atp4,580,88,15.172414,99,17.068966,67,11.551724,67,11.551724,225,38.793103,34,5.862069
atp4.fasta,SRR2163568_REF_Exon_atp4,575,156,27.130435,146,25.391304,100,17.391304,104,18.086957,69,12.000000,0,0.000000
atp4.fasta,SRR2163569_REF_Exon_atp4,581,132,22.719449,116,19.965577,85,14.629948,81,13.941480,163,28.055077,4,0.688468
atp4.fasta,SRR2170947_REF_Exon_atp4,595,183,30.756303,164,27.563025,116,19.495798,132,22.184874,0,0.000000,0,0.000000
atp4.fasta,SRR2895313_REF_Exon_atp4,609,161,26.436782,148,24.302135,109,17.898194,106,17.405583,50,8.210181,35,5.747126
atp4.fasta,SRR3098366_REF_Exon_atp4,595,183,30.756303,164,27.563025,116,19.495798,132,22.184874,0,0.000000,0,0.000000
atp4.fasta,SRR350709_REF_Exon_atp4,578,56,9.688581,53,9.169550,26,4.498270,40,6.920415,403,69.723183,0,0.000000
atp4.fasta,SRR396849_REF_Exon_atp4,591,179,30.287648,162,27.411168,118,19.966159,128,21.658206,0,0.000000,4,0.676819
atp4.fasta,SRR424217_REF_Exon_atp4,595,177,29.747899,161,27.058824,118,19.831933,125,21.008403,10,1.680672,4,0.672269
atp4.fasta,SRR427175_REF_Exon_atp4,591,179,30.287648,162,27.411168,118,19.966159,128,21.658206,0,0.000000,4,0.676819
atp4.fasta,SRR445609_REF_Exon_atp4,383,12,3.133159,21,5.483029,6,1.566580,11,2.872063,292,76.240209,41,10.704961
atp4.fasta,SRR447755_REF_Exon_atp4,603,167,27.694859,154,25.538972,114,18.905473,111,18.407960,22,3.648425,35,5.804312
atp4.fasta,SRR447807_REF_Exon_atp4,603,153,25.373134,139,23.051410,101,16.749585,98,16.252073,77,12.769486,35,5.804312
atp4.fasta,SRR447825_REF_Exon_atp4,603,152,25.207297,137,22.719735,100,16.583748,97,16.086235,82,13.598673,35,5.804312
atp4.fasta,SRR447927_REF_Exon_atp4,607,161,26.523888,149,24.546952,109,17.957166,106,17.462932,47,7.742998,35,5.766063
atp4.fasta,SRR447933_REF_Exon_atp4,603,156,25.870647,144,23.880597,106,17.578773,102,16.915423,60,9.950249,35,5.804312
